From,Subject,Body,IsPhishing
"[('monkey.org  Admin', 'support@k2car.ro')]",Password for Your Email jose@monkey.org Expires Today,"{'00': 2, '12': 2, '2021': 4, '24': 2, 'account': 2, 'accounts': 2, 'app': 2, 'click': 2, 'continue': 2, 'current': 4, 'dear': 2, 'ensure': 2, 'expires': 2, 'hours': 2, 'interface': 2, 'jose': 6, 'kindly': 2, 'link': 2, 'mail_boundary': 1, 'mailbox': 2, 'monkey': 10, 'new': 2, 'note': 2, 'notification': 2, 'org': 10, 'password': 6, 'pm': 2, 'policy': 2, 'protection': 2, 'reserved': 2, 'rights': 2, 'shutting': 2, 'support': 4, 'tomorrow': 2, 'unverified': 2, 'upgrade': 2, 'using': 2, 'verification': 2, 'web': 4, 'work': 2}",1
"[('monkey.org Mailserver || Adminstrator-Update || Server.Inc.Service.Secured.Update.Org.Inc-Inc.com Routine-Check No-Reply-Update-Services monkey.org', 'tsigarideselectrical@cytanet.com.cy')]",⚠️ YOUR MAILBOX MEMORY IS ALMOST FULL: Message  Delivery Failed - Returning Message To  <jose@monkey.org>,"{'2021': 1, '25gb': 1, '98': 1, '99': 1, 'admin': 1, 'administrator': 1, 'attention': 1, 'click': 1, 'delete': 1, 'delivery': 1, 'email': 1, 'exceeded': 1, 'extra': 1, 'failed': 1, 'final': 1, 'folders': 1, 'follow': 1, 'free': 1, 'ignore': 1, 'inbox': 1, 'increase': 2, 'jose': 2, 'mail': 2, 'mails': 2, 'messages': 2, 'monkey': 3, 'notice': 1, 'org': 3, 'pending': 2, 'quota': 1, 'receive': 1, 'returned': 1, 'sent': 1, 'server': 1, 'source': 1, 'spam': 1, 'steps': 1, 'storage': 3, 'trash': 1, 'unwanted': 1, 'warning': 1, 'web': 1}",1
"[('Kailashsingh Kharayat', 'kailashsingh@teco.co.in')]",FW: Order Signed agreement,"{'011': 1, '22158705': 1, '367001': 1, '553mb': 1, '91': 1, '9867586495website': 1, 'ambition': 1, 'asap': 1, 'attached': 2, 'authorized': 1, 'automation': 1, 'big': 1, 'com': 1, 'company': 1, 'confidential': 1, 'conservation': 1, 'contact': 1, 'contain': 1, 'control': 1, 'convenience': 1, 'copies': 1, 'core': 1, 'customer': 1, 'dear': 1, 'delete': 1, 'disclosure': 1, 'distribution': 1, 'emissions': 1, 'energy': 1, 'file': 2, 'focus': 1, 'gear': 1, 'hello': 1, 'industrial': 1, 'innovationconfidentiality': 1, 'integrity': 1, 'intelligence': 1, 'intended': 2, 'items': 1, 'kailash': 1, 'kharayatteco': 1, 'late': 1, 'left': 1, 'mail': 2, 'manager': 2, 'material': 1, 'message': 1, 'motor': 1, 'new': 2, 'note': 1, 'onedrive': 2, 'order': 1, 'pdf': 1, 'personal': 1, 'ph': 1, 'po': 1, 'previous': 1, 'privileged': 1, 'prohibited': 1, 'provider': 1, 'purchase': 3, 'pvt': 1, 'reasons': 1, 'receive': 1, 'recipient': 3, 'reducerour': 1, 'reduction': 1, 'regards': 1, 'replacing': 1, 'reply': 2, 'revert': 1, 'review': 1, 'sender': 1, 'sgtotal': 1, 'singh': 1, 'sole': 1, 'solution': 1, 'sorry': 1, 'strictly': 1, 'teamwork': 1, 'teco': 1, 'thank': 1, 'uploaded': 2, 'use': 2, 'values': 1, 'vision': 1, 'www': 1, '智能': 1, '減排': 1, '節能': 1, '自動our': 1}",1
"[('Fax039262220@monkey.org', 'kennadi@ricetecmilling.com')]",".monkey.org/PaymntStub_Schedule for today Friday, September 10, 2021","{'01': 2, '04': 2, '10': 1, '2021': 1, '94': 2, '________________': 1, '________________nec': 1, '_____________encryption_': 2, 'accountpayable': 3, 'attachments': 2, 'confidential': 2, 'contained': 2, 'contains': 2, 'copy': 2, 'criminal': 2, 'data': 2, 'delete': 2, 'disclose': 2, 'disseminate': 2, 'documents': 2, 'efx': 2, 'embedded': 2, 'error': 2, 'fax': 2, 'federal': 2, 'friday': 1, 'gmt': 1, 'gmtsender': 1, 'including': 2, 'incoming': 2, 'information': 6, 'inmail': 2, 'intended': 2, 'interception': 2, 'inv03739483': 2, 'jose': 4, 'law': 2, 'mail': 2, 'mail_boundary': 1, 'mailto': 1, 'message': 6, 'messages': 2, 'monkey': 6, 'nec': 1, 'notice': 2, 'notify': 2, 'org': 5, 'orgreference': 1, 'paymntstub_schedule': 1, 'pm': 2, 'print': 2, 'received': 6, 'recipient': 4, 'record': 2, 'reference': 1, 'reply': 2, 'sender': 3, 'sent': 2, 'september': 1, 'strictly': 2, 'sv1100': 2, 'today': 1, 'transcript': 2, 'transmission': 2, 'unauthorized': 2, 'violation': 2}",1
"[('monkey.org', 'ContactUs@Geomedia.ca')]",jose@monkey.org have stopped processing incoming emails.,"{'14': 1, '15': 1, '2021': 1, '22': 1, 'account': 4, 'click': 1, 'copyright': 1, 'date': 1, 'email': 1, 'emails': 1, 'incoming': 1, 'jose': 1, 'monkey': 2, 'need': 1, 'org': 2, 'processing': 1, 'required': 1, 'services': 1, 'stopped': 1, 'use': 1, 'verify': 3}",1
"[('monkey.org Service', 'secure@reverent-wiles.188-166-186-137.plesk.page')]",[Ticket#202108194699071] Unreceived mails for jose@monkey.org.,"{'13': 1, '16': 1, '20': 1, '2021': 2, '52': 1, 'caused': 1, 'emails': 1, 'harmful': 1, 'hi': 1, 'inbox': 1, 'jose': 1, 'mail': 1, 'malware': 1, 'messages': 1, 'monkey': 1, 'org': 1, 'rectify': 1, 'release': 1, 'reserved': 1, 'rights': 1, 'service': 2, 'unreceived': 1}",1
"[('monkey.org', 'taborjhenjhen@hotmail.com')]","✅ Action Required! Mailbox Closure  Friday, September 24, 2021 4:33 p.m. ""jose@monkey.org""","{'2021': 2, '24': 1, 'account': 2, 'address': 1, 'avoid': 1, 'box': 1, 'continue': 1, 'dear': 1, 'email': 2, 'expire': 1, 'files': 1, 'immediately': 2, 'jose': 2, 'lock': 1, 'lost': 1, 'mail': 1, 'messages': 1, 'monkey': 4, 'need': 1, 'org': 4, 'prevent': 1, 'provider': 1, 'reserved': 1, 'rights': 1, 'terminating': 1, 'upgrade': 2, 'using': 1, 'verify': 2, 'want': 1}",1
"[('Charles W jackson jr', 'reports@elizur.com')]",Your Smarsh Email Encryption Activation Information,"{'06': 6, '19': 6, '2021': 12, '21': 2, '24': 6, '30': 6, '37': 6, '46': 6, '54': 6, '759e9a326582993e': 3, 'account': 8, 'activación': 1, 'activation': 2, 'afin': 1, 'aide': 2, 'allez': 1, 'antes': 2, 'aquí': 2, 'arrive': 1, 'asunto': 2, 'automatique': 1, 'avant': 2, 'ayuda': 2, 'besoin': 1, 'boîte': 1, 'brand': 6, 'branding': 6, 'buzón': 1, 'caduca': 1, 'caducidad': 1, 'caduque': 3, 'car': 1, 'ce': 4, 'ceci': 1, 'cette': 1, 'charles': 12, 'ci': 2, 'cid_300627_ext': 9, 'cifrado': 1, 'clic': 4, 'click': 3, 'cliquez': 3, 'collect': 2, 'com': 15, 'compte': 8, 'consultez': 2, 'context': 6, 'correo': 3, 'creada': 2, 'crear': 4, 'create': 4, 'created': 2, 'crypté': 1, 'créer': 4, 'créé': 2, 'cuenta': 8, 'dans': 2, 'day': 2, 'default': 12, 'del': 2, 'dessous': 2, 'directamente': 2, 'directement': 2, 'directly': 2, 'discarded': 1, 'du': 2, 'définitivement': 1, 'días': 2, 'edt': 4, 'el': 3, 'electrónico': 3, 'eliminado': 1, 'elizur': 6, 'email': 33, 'en': 6, 'en_us': 1, 'encrypted': 2, 'encryption': 25, 'english': 1, 'enterprise': 3, 'enviado': 4, 'envoyé': 4, 'es': 1, 'es_es': 1, 'españa': 1, 'español': 1, 'est': 1, 'este': 6, 'et': 2, 'expiration': 4, 'expires': 4, 'expiry': 1, 'expiré': 1, 'fois': 3, 'fr_fr': 1, 'france': 1, 'français': 1, 'generado': 1, 'generated': 1, 'gratuit': 2, 'gratuita': 2, 'ha': 2, 'haga': 4, 'help': 14, 'htm': 6, 'html': 9, 'https': 9, 'ici': 2, 'il': 3, 'index': 6, 'información': 1, 'information': 1, 'informations': 1, 'jackson': 12, 'jose': 6, 'jours': 2, 'jr': 12, 'la': 3, 'le': 7, 'leer': 2, 'left': 2, 'les': 2, 'lien': 1, 'ligne': 1, 'link': 1, 'lire': 2, 'locale': 3, 'login': 3, 'los': 2, 'mail_boundary': 1, 'manera': 1, 'medio': 1, 'mensaje': 10, 'mensajes': 2, 'message': 23, 'messages': 4, 'monkey': 6, 'msguserid': 3, 'ne': 1, 'necesita': 1, 'need': 1, 'new': 2, 'objet': 2, 'october': 2, 'octobre': 2, 'octubre': 2, 'online': 1, 'org': 6, 'pantalla': 1, 'par': 1, 'para': 9, 'pas': 2, 'permanente': 1, 'permanently': 1, 'pm': 4, 'podrá': 2, 'por': 2, 'porque': 1, 'pour': 8, 'pourrez': 2, 'que': 7, 'quedan': 2, 'ramasser': 2, 'read': 2, 'receive': 2, 'recevez': 2, 'reciba': 2, 'recibir': 1, 'removed': 1, 'replies': 1, 'reply': 1, 'reports': 6, 'responda': 1, 'reste': 2, 'revisa': 1, 'rrregcode': 3, 'répondre': 1, 'se': 1, 'securemail': 9, 'seguro': 1, 'sent': 4, 'september': 2, 'septembre': 2, 'septiembre': 2, 'sera': 1, 'server': 1, 'serveur': 1, 'servidor': 1, 'será': 1, 'siguiente': 2, 'sistema': 1, 'smarsh': 25, 'smarshbusinesscloud': 9, 'states': 1, 'su': 5, 'subject': 2, 'supprimé': 1, 'sur': 3, 'sécurisé': 2, 't94cjphz': 3, 'través': 1, 'una': 6, 'une': 4, 'united': 1, 'url': 3, 've': 2, 'ver': 6, 'veuillez': 1, 'vez': 3, 'view': 4, 'visit': 3, 'visite': 2, 'voir': 4, 'votre': 9, 'vous': 8, 'vérifiée': 1, 'vínculo': 1, 'été': 1}",1
"[('monkey.org', 'secured@sleepy-snyder.178-62-125-171.plesk.page')]",monkey.org Expiration/Request=26,"{'continue': 1, 'current': 1, 'expire': 1, 'jose': 2, 'josethe': 1, 'monkey': 3, 'org': 1, 'orgid': 1, 'orgkeep': 1, 'pa': 1, 'password': 2, 'ssword': 1, 'today': 1, 'use': 1}",1
"[('', 'jose@monkey.org')]",Your email < jose@monkey.org > is 98% full. Add Up Space Now!!,"{'100': 1, '99': 1, 'add': 2, 'changes': 1, 'email': 1, 'jose': 2, 'mail': 1, 'mailbox': 1, 'monkey': 2, 'necessary': 1, 'notice': 1, 'org': 2, 'quota': 1, 'recent': 1, 'space': 3, 'upgrade': 1}",1
"[('Charles W jackson jr', 'reports@elizur.com')]",Your Smarsh Email Encryption Activation Information,"{'06': 6, '16': 6, '19': 6, '2021': 12, '21': 2, '24': 6, '37': 6, '46': 6, '54': 6, '759e9a326582993e': 3, 'account': 8, 'afin': 1, 'aide': 2, 'allez': 1, 'antes': 2, 'aquí': 2, 'arrive': 1, 'asunto': 2, 'automatique': 1, 'avant': 2, 'ayuda': 2, 'besoin': 1, 'boîte': 1, 'brand': 6, 'branding': 6, 'buzón': 1, 'caduca': 1, 'caducidad': 1, 'caduque': 3, 'car': 1, 'ce': 4, 'ceci': 1, 'cette': 1, 'charles': 12, 'ci': 2, 'cid_300627_ext': 9, 'cifrado': 1, 'clic': 4, 'click': 3, 'cliquez': 3, 'collect': 2, 'com': 15, 'compte': 8, 'consultez': 2, 'context': 6, 'correo': 3, 'creada': 2, 'crear': 4, 'create': 4, 'created': 2, 'crypté': 1, 'créer': 4, 'créé': 2, 'cuenta': 8, 'dans': 2, 'day': 2, 'default': 12, 'del': 2, 'dessous': 2, 'directamente': 2, 'directement': 2, 'directly': 2, 'discarded': 1, 'du': 2, 'définitivement': 1, 'días': 2, 'edt': 4, 'el': 3, 'electrónico': 3, 'eliminado': 1, 'elizur': 6, 'email': 33, 'en': 6, 'en_us': 1, 'encrypted': 2, 'encryption': 25, 'english': 1, 'enterprise': 3, 'enviado': 4, 'envoyé': 4, 'es': 1, 'es_es': 1, 'españa': 1, 'español': 1, 'est': 1, 'este': 6, 'et': 2, 'expiration': 4, 'expires': 4, 'expiry': 1, 'expiré': 1, 'fois': 3, 'fr_fr': 1, 'france': 1, 'français': 1, 'generado': 1, 'generated': 1, 'gratuit': 2, 'gratuita': 2, 'ha': 2, 'haga': 4, 'help': 14, 'htm': 6, 'html': 9, 'https': 9, 'ici': 2, 'il': 3, 'index': 6, 'información': 1, 'information': 1, 'informations': 1, 'jackson': 12, 'jose': 6, 'jours': 2, 'jr': 12, 'la': 3, 'le': 7, 'leer': 2, 'left': 2, 'les': 2, 'lien': 1, 'ligne': 1, 'link': 1, 'lire': 2, 'locale': 3, 'login': 3, 'los': 2, 'mail_boundary': 1, 'manera': 1, 'medio': 1, 'mensaje': 10, 'mensajes': 2, 'message': 23, 'messages': 4, 'monkey': 6, 'msguserid': 3, 'ne': 1, 'necesita': 1, 'need': 1, 'new': 2, 'objet': 2, 'october': 2, 'octobre': 2, 'octubre': 2, 'online': 1, 'org': 6, 'pantalla': 1, 'par': 1, 'para': 9, 'pas': 2, 'permanente': 1, 'permanently': 1, 'pm': 4, 'podrá': 2, 'por': 2, 'porque': 1, 'pour': 8, 'pourrez': 2, 'que': 7, 'quedan': 2, 'ramasser': 2, 'read': 2, 'receive': 2, 'recevez': 2, 'reciba': 2, 'recibir': 1, 'recovery': 1, 'recuperación': 1, 'removed': 1, 'replies': 1, 'reply': 1, 'reports': 6, 'responda': 1, 'reste': 2, 'revisa': 1, 'rrregcode': 3, 'récupération': 1, 'répondre': 1, 'se': 1, 'securemail': 9, 'seguro': 1, 'sent': 4, 'september': 2, 'septembre': 2, 'septiembre': 2, 'sera': 1, 'server': 1, 'serveur': 1, 'servidor': 1, 'será': 1, 'siguiente': 2, 'sistema': 1, 'smarsh': 25, 'smarshbusinesscloud': 9, 'states': 1, 'su': 5, 'subject': 2, 'supprimé': 1, 'sur': 2, 'sécurisé': 2, 't94cjphz': 3, 'través': 1, 'una': 6, 'une': 4, 'united': 1, 'url': 3, 've': 2, 'ver': 6, 'veuillez': 1, 'vez': 3, 'view': 4, 'visit': 3, 'visite': 2, 'voir': 4, 'votre': 9, 'vous': 8, 'vérifiée': 1, 'vínculo': 1, 'été': 1}",1
"[('Service Updates', 'info@geek-squadservices106.co')]",lnvoice of Malwar-Bytes Essential #ATS07-6052549,"{'04': 2, '07': 4, '0934': 2, '135': 2, '2021': 4, '2022': 2, '434': 2, '48': 2, '542': 2, '6052549': 2, '62': 2, '888': 2, 'antlvlrus': 2, 'ats07': 2, 'automaticaiiy': 2, 'byte': 2, 'bytes': 2, 'cancel': 2, 'change': 2, 'confirms': 2, 'copyright': 2, 'date': 2, 'dear': 2, 'device': 2, 'devices': 2, 'emaii': 2, 'essential': 2, 'img': 1, 'ios': 2, 'jose': 2, 'ld': 2, 'learn': 2, 'mac': 2, 'mail_boundary': 1, 'malware': 4, 'method': 2, 'monkey': 2, 'new': 2, 'oct': 4, 'online': 2, 'org': 2, 'payment': 2, 'pc': 2, 'plan': 8, 'poiicy': 2, 'price': 2, 'privacy': 2, 'quantity': 2, 'reaching': 2, 'recelpt': 2, 'regards': 2, 'renew': 2, 'renewal': 2, 'reserved': 2, 'rights': 2, 'saie': 2, 'security': 2, 'software': 2, 'summary': 2, 'team': 4, 'terms': 2, 'time': 2, 'upgrade': 2, 'year': 6}",1
"[('WeTransfer', 'info@softsourc.com')]",File will expire soon-15676127,"{'10th': 1, '2021': 1, '915': 1, 'add': 1, 'arrive': 1, 'click': 1, 'com': 1, 'contacts': 1, 'deleted': 1, 'download': 2, 'emails': 1, 'file': 1, 'files': 3, 'images': 1, 'imagesjose': 1, 'just': 1, 'kb': 1, 'make': 1, 'monkey': 1, 'noreply': 1, 'october': 1, 'org': 1, 'received': 1, 'sure': 1, 'total': 1, 'view': 1, 'wetransfer': 2}",1
"[('Admin', 'no-reply@caterpillarkids.in')]",Server Notification,"{'account': 1, 'confirm': 1, 'continue': 1, 'email': 2, 'hello': 1, 'jose': 2, 'mail': 1, 'monkey': 2, 'note': 1, 'org': 2, 'required': 1, 'send': 1, 'sincerely': 1, 'support': 1, 'team': 1, 'using': 2, 'verification': 1, 'verify': 1}",1
"[('Chua', 'taratours@mts.rs')]",Review Invoice,"{'automatically': 1, 'created': 1, 'dear': 1, 'document': 1, 'electronic': 1, 'email': 2, 'holds': 1, 'invoice': 2, 'jose': 2, 'letter': 1, 'link': 1, 'message': 1, 'monkey': 4, 'notice': 1, 'org': 4, 'people': 1, 'review': 2, 'secure': 1, 'sent': 2, 'server': 1, 'service': 1, 'sign': 2, 'signature': 1, 'view': 1}",1
"[('monkey.org Administrator', 'server@hrncasia.com')]",You have [2] Pending Delivery On Your e-Mail Portal,"{'00am': 1, '02': 2, '04': 1, '07': 2, '10': 2, '17': 1, '18': 2, '2021': 2, '43': 1, '48': 1, 'anti': 1, 'asiato': 1, 'attached': 1, 'bestmktvone': 1, 'blacklist': 1, 'box': 1, 'chen': 1, 'delete': 2, 'deliver': 2, 'email': 1, 'folder': 1, 'generated': 1, 'hardmoles': 1, 'inbox': 1, 'info': 1, 'inv006785': 1, 'invoice': 1, 'jalan': 1, 'jose': 4, 'julie': 1, 'login': 1, 'mail': 1, 'mailbox': 2, 'manage': 1, 'message': 1, 'miss': 1, 'monkey': 4, 'org': 4, 'outstanding': 1, 'payment': 1, 'purchase': 1, 'quarantine': 3, 'ramie': 1, 'report': 1, 'ruto': 1, 's001': 1, 'sales': 1, 'sender': 1, 'spam': 4, 'summary': 1, 'update': 1, 'view': 1, 'voucher': 1, 'whitelist': 2}",1
"[('OneDrive', 'no-reply@hpsuplacement.org.au')]","A document titled ""Proposal"" has been shared with you on Onedrive","{'2021': 1, '48': 1, 'auto': 1, 'button': 1, 'click': 1, 'deleted': 1, 'document': 4, 'email': 1, 'generated': 1, 'hours': 1, 'notification': 1, 'onedrive': 4, 'patents': 2, 'pending': 1, 'proposal': 1, 'reserved': 1, 'rights': 1, 'server': 1, 'shared': 2, 'team': 1, 'titled': 1, 'unchecked': 1, 'view': 2}",1
"[('WeTransfer', 'info@slimexo.com')]",File will expire soon-56830367,"{'2021': 1, '27th': 1, '915': 1, 'add': 1, 'arrive': 1, 'click': 1, 'com': 1, 'contacts': 1, 'deleted': 1, 'download': 2, 'emails': 1, 'file': 1, 'files': 3, 'images': 1, 'imagesjose': 1, 'just': 1, 'kb': 1, 'make': 1, 'monkey': 1, 'noreply': 1, 'october': 1, 'org': 1, 'received': 1, 'sure': 1, 'total': 1, 'view': 1, 'wetransfer': 2}",1
"[('Charles W jackson jr', 'reports@elizur.com')]",Your Smarsh Email Encryption Activation Information,"{'06': 6, '19': 6, '2021': 12, '21': 2, '24': 6, '37': 6, '46': 6, '54': 6, '759e9a326582993e': 3, 'account': 8, 'afin': 1, 'aide': 2, 'allez': 1, 'antes': 2, 'aquí': 2, 'arrive': 1, 'asunto': 2, 'automatique': 1, 'avant': 2, 'ayuda': 2, 'besoin': 1, 'boîte': 1, 'brand': 6, 'branding': 6, 'buzón': 1, 'caduca': 1, 'caducidad': 1, 'caduque': 3, 'car': 1, 'ce': 4, 'ceci': 1, 'cette': 1, 'charles': 12, 'ci': 2, 'cid_300627_ext': 9, 'cifrado': 1, 'clic': 4, 'click': 3, 'cliquez': 3, 'collect': 2, 'com': 15, 'compte': 8, 'consultez': 2, 'context': 6, 'correo': 3, 'creada': 2, 'crear': 4, 'create': 4, 'created': 2, 'crypté': 1, 'créer': 4, 'créé': 2, 'cuenta': 8, 'dans': 2, 'day': 2, 'default': 12, 'del': 2, 'dessous': 2, 'directamente': 2, 'directement': 2, 'directly': 2, 'discarded': 1, 'du': 2, 'définitivement': 1, 'días': 2, 'edt': 4, 'el': 3, 'electrónico': 3, 'eliminado': 1, 'elizur': 6, 'email': 33, 'en': 6, 'en_us': 1, 'encrypted': 2, 'encryption': 25, 'english': 1, 'enterprise': 3, 'enviado': 4, 'envoyé': 4, 'es': 1, 'es_es': 1, 'españa': 1, 'español': 1, 'est': 1, 'este': 6, 'et': 2, 'expiration': 4, 'expires': 4, 'expiry': 1, 'expiré': 1, 'fois': 3, 'fr_fr': 1, 'france': 1, 'français': 1, 'generado': 1, 'generated': 1, 'gratuit': 2, 'gratuita': 2, 'ha': 2, 'haga': 4, 'help': 14, 'htm': 6, 'html': 9, 'https': 9, 'ici': 2, 'il': 3, 'index': 6, 'información': 1, 'information': 1, 'informations': 1, 'jackson': 12, 'jose': 6, 'jours': 2, 'jr': 12, 'la': 3, 'le': 7, 'leer': 2, 'left': 2, 'les': 2, 'lien': 1, 'ligne': 1, 'link': 1, 'lire': 2, 'locale': 3, 'login': 3, 'los': 2, 'mail_boundary': 1, 'manera': 1, 'medio': 1, 'mensaje': 10, 'mensajes': 2, 'message': 23, 'messages': 4, 'monkey': 6, 'msguserid': 3, 'ne': 1, 'necesita': 1, 'need': 1, 'new': 2, 'objet': 2, 'october': 2, 'octobre': 2, 'octubre': 2, 'online': 1, 'org': 6, 'pantalla': 1, 'par': 1, 'para': 9, 'pas': 2, 'permanente': 1, 'permanently': 1, 'pm': 4, 'podrá': 2, 'por': 2, 'porque': 1, 'pour': 8, 'pourrez': 2, 'que': 7, 'quedan': 2, 'ramasser': 2, 'read': 2, 'receive': 2, 'recevez': 2, 'reciba': 2, 'recibir': 1, 'recovery': 1, 'recuperación': 1, 'removed': 1, 'replies': 1, 'reply': 1, 'reports': 6, 'responda': 1, 'reste': 2, 'revisa': 1, 'rrregcode': 3, 'récupération': 1, 'répondre': 1, 'se': 1, 'securemail': 9, 'seguro': 1, 'sent': 4, 'september': 2, 'septembre': 2, 'septiembre': 2, 'sera': 1, 'server': 1, 'serveur': 1, 'servidor': 1, 'será': 1, 'siguiente': 2, 'sistema': 1, 'smarsh': 25, 'smarshbusinesscloud': 9, 'states': 1, 'su': 5, 'subject': 2, 'supprimé': 1, 'sur': 2, 'sécurisé': 2, 't94cjphz': 3, 'través': 1, 'una': 6, 'une': 4, 'united': 1, 'url': 3, 've': 2, 'ver': 6, 'veuillez': 1, 'vez': 3, 'view': 4, 'visit': 3, 'visite': 2, 'voir': 4, 'votre': 9, 'vous': 8, 'vérifiée': 1, 'vínculo': 1, 'été': 1}",1
"[('monkey.org', 'service@notice.alibaba.com')]",verify,"{'24hrs': 1, 'avoid': 1, 'box': 1, 'click': 1, 'continue': 2, 'hi': 1, 'jose': 1, 'link': 1, 'mail': 1, 'microsοft': 1, 'needs': 1, 'privαcy': 2, 'respects': 1, 'review': 1, 'service': 1, 'shutdown': 1, 'statemen': 1, 'thanks': 1, 'use': 1, 'using': 1, 'verified': 1, 'οnline': 1}",1
"[('We Transfer', 'postmaster@arkema.me')]",2 new files sent via We-Transfer for jose@monkey.org,"{'17': 1, '2021': 1, '228b3bwettransfr': 1, '7b03bb5bdae767a200bc6fa28b3c2f9120210602002229': 1, '7c6ca5e66b2c2354c46e58f7e86a47fe20210602002229': 1, '96': 1, 'add': 1, 'arrive': 1, 'com': 2, 'contacts': 1, 'download': 2, 'downloads': 1, 'emails': 1, 'expires': 1, 'files': 2, 'help': 1, 'https': 1, 'items': 2, 'jose': 1, 'legal': 1, 'link': 1, 'make': 1, 'mb': 1, 'monkey': 1, 'noreply': 1, 'november': 1, 'org': 1, 'pw': 1, 'report': 1, 'sent': 1, 'spam': 1, 'sure': 1, 'total': 1, 'transfer': 1, 'wetransfer': 3}",1
"[('Paypal', 'paypal.invoice5454@gmail.com')]",Payment Completed.,"{'00': 12, '03': 2, '06': 2, '09': 4, '13': 2, '1640': 6, '1999': 2, '2021': 6, '2211': 2, '37': 2, '638': 12, '742': 6, '833': 6, '89be87shh': 2, '95131': 2, 'appear': 2, 'authorize': 2, 'authorized': 2, 'business': 2, 'ca': 2, 'center': 2, 'charge': 4, 'check': 2, 'click': 2, 'com': 2, 'complaint': 2, 'contact': 4, 'copyright': 2, 'customer': 6, 'date': 6, 'days': 4, 'description': 3, 'descriptionunit': 1, 'detailed': 2, 'did': 2, 'dispute': 2, 'don': 2, 'email': 4, 'free': 2, 'hello': 2, 'help': 2, 'id': 2, 'information': 2, 'invoice': 4, 'issues': 2, 'jose': 8, 'learn': 2, 'located': 2, 'mail_address': 2, 'mail_boundary': 1, 'mini': 2, 'monkey': 6, 'nov': 4, 'online': 2, 'open': 4, 'order': 2, 'org': 6, 'pad': 2, 'pay': 2, 'payment': 10, 'paypal': 12, 'price': 1, 'priceqtyamount': 1, 'qty': 1, 'reached': 4, 'received': 2, 'registered': 2, 'reply': 2, 'reserved': 2, 'resolution': 2, 'rights': 2, 'san': 2, 'sent': 4, 'service': 6, 'ss': 2, 'st': 2, 'statement': 2, 'store': 4, 'subtotal': 2, 'sure': 2, 'toll': 2, 'total': 2, 'touch': 2, 'transaction': 8, 'tuesday': 2, 'unit': 1, 'usd': 11, 'usd1': 1, 'walmart': 8}",1
"[('', 'baba.s@ap.nrrs.net')]",monkey.org Server Warning!!!  (4) Pending  undelivered mails for jose@monkey.org,"{'1993': 1, '2008': 1, '2021': 1, 'accepts': 1, 'account': 1, 'act': 2, 'addressee': 1, 'admin': 1, 'attachment': 2, 'attachments': 3, 'buy': 1, 'caused': 1, 'caution': 1, 'check': 1, 'click': 1, 'com': 1, 'company': 1, 'computer': 1, 'confidential': 1, 'contact': 1, 'contain': 1, 'contained': 1, 'content': 1, 'copies': 1, 'copy': 1, 'copyrights': 1, 'created': 1, 'criminal': 1, 'cycle': 1, 'damage': 1, 'dear': 1, 'delay': 1, 'delayed': 1, 'delivery': 1, 'destroy': 1, 'detected': 1, 'disclaimer': 1, 'distribute': 1, 'email': 8, 'encrypted': 1, 'error': 1, 'errors': 2, 'exclusive': 1, 'features': 1, 'fees': 1, 'fix': 1, 'help': 1, 'human': 1, 'imap': 1, 'immediately': 1, 'inbox': 4, 'incoming': 2, 'information': 3, 'infringement': 1, 'intended': 2, 'intercepting': 1, 'jose': 3, 'know': 2, 'liability': 1, 'links': 1, 'listed': 1, 'log': 1, 'mail': 2, 'message': 2, 'messages': 3, 'monkey': 3, 'note': 1, 'notification': 1, 'notify': 1, 'nrrs': 1, 'offense': 1, 'online': 1, 'open': 1, 'org': 3, 'organization': 1, 'originated': 1, 'outside': 1, 'pending': 1, 'pop3': 1, 'portal': 1, 'privacy': 1, 'privileged': 1, 'proceed': 1, 'products': 1, 'proprietary': 1, 'receiving': 1, 'recipient': 2, 'recognize': 1, 'recover': 1, 'rights': 1, 'safe': 1, 'secured': 1, 'security': 1, 'sender': 2, 'server': 1, 'settings': 1, 'technology': 1, 'time': 1, 'transmitted': 2, 'treated': 1, 'unauthorized': 1, 'undelivered': 4, 'unless': 1, 'use': 2, 'virus': 1, 'viruses': 2, 'visit': 2, 'warning': 1, 'www': 2}",1
"[('monkey.org Mail', 'jose@globeiron.cam')]",Warning: Low storage in jose@monkey.org - 13 Emails Pending,"{'13': 1, '2021': 1, '24hοurs': 1, 'accοunt': 1, 'cοntinue': 1, 'deactιvated': 1, 'deαctιvatιοn': 1, 'emails': 1, 'emαil': 1, 'exceeded': 1, 'free': 1, 'hαs': 1, 'incoming': 1, 'increase': 1, 'jose': 1, 'kιndly': 1, 'limit': 2, 'low': 1, 'maιlbox': 1, 'monkey': 3, 'mαilbοx': 1, 'nοte': 1, 'org': 3, 'pending': 1, 'placed': 1, 'reserved': 1, 'rιghts': 1, 'rιsk': 1, 'size': 1, 'storage': 2, 'stοrage': 1, 'subj': 1, 'thιs': 1, 'upgrade': 1, 'using': 1, 'verifιcatiοn': 1, 'yοur': 2, 'αccοunt': 1, 'αll': 1, 'αllοcαted': 1}",1
