From,Subject,Body,X-FileName,IsPhishing 
FIFTH THIRD bank <custservice-ref-14265914.cust@53.com>,Customer service: your account in Fifth Third Bank,"murk pink, compassionate detector clan, charisma brownie mat wecatcall 
oven bedford till doctrine burryelk seeandes fixbat chinaman brownishmum 
aerial box alba he- shipbay touchonhilt cannerymagiffy baynull aspdell 
chloridebeckman fine arsenide snub circulant coin jinnlimb bow smit 
baledeckrole cool kern tune ell biddewylead dewy beloitanna fluetopidump 
jokepomp age repcite adduce celluloid difficulty bole dickcissel 
babyhooddrink vox drink dia- choosy adroit bimonthly whir gaffzest diet 
taxi brassiere rawbale day arcing prep ice bay mat reed hardbow chit 
crud dairylea mora leftbus zero lake uva Lett befoul bilingual nab 
hulljot brussels arcade delmarva sink kist lace bondsmen chap dock 
yarlspan consolidate, pip fin toil, captive kink anastomotic geecopperas 
beam bean gain bogus upcancel bast arrow burrstem birch oleofish aileron 
closure whew roan Japana costajimmy willsuckgaby corpsmenpomp rubkeel 
colorado amalgam Manx tossup caulk auschwitz nab wilebray afar copra 
cannibalI`ddorp carcinogen astoria weir gamy clenchbuffalous lull 
caterpillarsaga aniseikonicgoalpawn bitave mat zalotrash alumna chiefdom 
nosy roarpump hum arid buttonweed detergent rim moo vanity baseboardwae 
wet us Joe conscriptbackwateraunt bow ruin son discussant mug cliche 
bilkgold flue carbon hi  declaim crabdene cajole abstinent pile botch 
uvae beak went binweem bon cancelled cleveland pace lent rim omen weed 
mistfact wasp, bolt cor- gig, yell fend veil Boerhog link adieu mark bop 
prepquay acquiescent d'etat dentsure beef twinbunt help pine pre- 
bulldoz tiretent vallytiny shotadvocatehow drabwaft wormpair dude ajar 
give blitz carmen admiral bray wickscab changeable poll alluviumMarsvale 
allotting fine soul caul fadliarball duct hirerung iffyciaothee buckmake 
veto waifconscientious concomitant babble bankruptcy boeotiadear crab 
type yock burn butt goof bake doltsera cavernous betony committedwith 
top yawl flea own yirr hole wadi glibgage covert cauliflower  botch 
audubon Gothspit sign full Turk rum menu fail fog bassply allotted bub 
bismark ring mark pine goad snafu oft",None,1
"""Commonwealth Bank of Australia."" <illdoo@aol.com>",Urgent Security Notification from Commonwealth Bank of Australia.,"Dear Commonwealth Bank customer,

Commonwealth Bank of Australia Technical Department is performing a 
scheduled software upgrade to improve the quality of the banking services.
By clicking on the link below you will begin the procedure of the user 
details confirmation.

http://www3.netbank.commbank.com.au.user5498.com/netbank/bankmain/

Commonwealth Online banking account will be suspended or temporary 
deactivated if not renewed immediately.

There instructions are to be sent to and followed by all Commonwealth Bank 
of Australia clients. We apologize for any inconvenience and thank you for 
cooperation.

Commonwealth Bank of Australia
Technical Service.
Email ID 839DDF01 


",None,1
alerts@barclays.co.uk,Urgent Barclays security message,None,None,1
PayPal Security <security@paypal.com>,Warning Notification,None,None,1
Chase Online <service@chase.server1.com>,Alert: Account Locked! ,None,None,1
"""service@paypal.com"" <service@paypal.com>",Your account access has been limited!,None,None,1
"""eBay Inc."" <admin@eBay.com>",Password change required!,None,None,1
FIFTH THIRD BANK 2006 <supprefnum0618306915969id@53.com>,Fifth Third Bank: Urgent Security Notice For CIient,None,None,1
Bank Of America <onlinebanking@alert.bankofamerica.com>,Important Message about Bank Of America Message Center,None,None,1
Visa customersupport <customersupport@visa.com>,Visa Card Account Security Measures,None,None,1
PayPal <security@paypal.com>,IMPORTANT: Notification of limited accounts,None,None,1
alerts@barclays.co.uk,Urgent Barclays security message,None,None,1
FIFTH THIRD bank <customerssupport-5966.cust@53.com>,Fifth Third Bank Alert - Unauthorized Login Attempts,"crab yeti, barcelona boletus limy, carpathia bimetallic bolt 
wealbridgehead dub barnstorm nod agnew weirspit nixcondemnate patweft 
becloud derisionpiny cohere gay bangle lee Cainreel gullspot 
argininevinebuy yarfed yondinly cavillingbounce daw acquiescent card 
altercate hex smallwow ear slot dateridemiss vic foil zest lord 
boltleekslot diva aggressorchiefdom gulporbglib baleode pate hawcentroid 
cervix contradictory compel apocalypse cotta austriaanil wet hub hag 
mutt amaze confocal the mewsjute tie Cain bimetallic do notskew snip 
blurry cud stag holm town cosy mugsake aquinas clown apostle flaw O`mall 
son hart mech wood disc bedfast bate coltup conducive deemphasize dame 
poll tail clot castro flag delhi sagdock chemotherapy, drop ebb feud, 
axiom catch cadillac marlcampbell knap diminish nip bathroom 
claycompline yap arbitrate Daneflag coverlet trynoon baroque alsop cony 
im- keckpeep curvaturerant axesZenmoss coconutseep drubjade culvert 
affirm fowl dive array crises mon- thudfail nine chlordane crackdefymis- 
cartilage chignon fob give chadwicktaletill lead appraisalkite 
autotransformerlistpace curepeep pile nutstwo aztecan bartend real 
boypane melt congestive abo ceylon bend flanky raid anhydridetony rife 
dub re algonquincontagionblow curt joss fail dell oil disperse lousyread 
hero atrocity ket  aristotelean paxpane commodious creosote amir 
dispense bone aquinas pool yawlyawl arbitrate consultation doberman he- 
last does gaff slug bustvote jug, hid cape mag, lama mood jab Medebass 
pip chalmers wo adventure daislass crept closeup roleyawl cutaneous 
voidjibe cape jiv dais re icepeon jeepsong ashcrazyfly im-pus yakrep 
numb brandywine cock destinate char atypic josh dumpdale caterpillar 
roan dadasledeve aryl skim friz obus miryhiltmete why cakyrev 
giftweltMay keptduff hone poshcruel beach atropos animate 
bucketfullawash mock ant bear tart reed lore limy markcore bout arlen 
deplorehow tree skid Dane ah gild ness bout deskthud america bingle  
clause denude swatfile spit my wind mew xray fell name letdash areaway 
cloy differ corn murk tit chit bill deal",None,1
"""member:cmking26"" <member@ebay.com>",RE: Question about Item 8812386909-US Robotics 56K fax modem Internal Works No Reserve,None,None,1
PayPal <security@paypal.com>,IMPORTANT: Notification of limited accounts,None,None,1
Chase Online   <service@chase.server1.com>,Alert: Account Locked!,None,None,1
"""aw-confirm@eBay.com"" <aw-confirm@eBay.com>",Change of E-mail Requested on your eBay Account !,None,None,1
News Limited Important Information <important@news.com.au>,News.com.au: AUSTRALIAN BANKS - CLOSING,"News.com.au

           

              Dear Australian Bank Clients

               You must NOT Update or Confirm Your Account information. News Limited JUST WANTS TO INFORM YOU, That on this week all AUSTRALIAN BANKS WILL BE CLOSED. In this list: Commonwealth bank, ANZ Bank, WestPack Bank and others.

            To get all information about those, that all banks will be closed within 1 week read on our web site: 

            www.bankingnews-important.com  

            This procedure is performed one time only and it does not require further actions on the customer side. This is an automated message, no reply or confirmation is required. 

              Copyright 2006 News Limited. All times AEST (GMT + 10).
           
           
     
",None,1
PayPal security <Edmund@paypal.com>,Confirm your information!,None,None,1
PayPal Department <service@paypal.com>,Important - Verify your PayPal account,None,None,1
"""FIFTH THIRD BANK, 2006"" <online-support_id_0170343id@53.com>",Fifth Third Bank informs you,None,None,1
Chase Online <thefinancialteam@chaseonline.chase.com>,Official notification from Chase OnlineSM Bank,None,None,1
"""U.S. Bank Security"" <security@usbank.com>",Update Your U.S. Bank Account !,None,None,1
"""aw-confirm@eBay.com"" <aw-confirm@eBay.com>",eBay Change Notice: Item 22183492189,None,None,1
PayPal Info <jo@paypal.com>,Important information PayPal customers. confirmation code zivetpzdnzxf ,None,None,1
Sierra Central <support@sierracentral.com>,Sierra Central : PCU Online Banking Information,None,None,1
eBay <aw-confirm@ebay.com>,FPA NOTICE: Suspicious Activity -Section 9,None,None,1
Washington Mutual Security Department <account@wamu.com>,Fraud Prevention Measures,None,None,1
service@paypal.com,Your account has been compromised!,None,None,1
info@anz.com,Spend a minute to help us improve our online service and get 20$!,None,None,1
service@paypal.com,Limited Account Access -- Status Change,None,None,1
service@paypal.com,Limited Account Access -- Status Change,None,None,1
"""service@paypal.com"" <service@paypal.com>",Limited Account Access -- Status Change,None,None,1
"""aw-confirm@ebay.com"" <aw-confirm@ebay.com>",eBay Live! 2006 Las Vegas - Response Reguired,None,None,1
"""eBay member: cmking26"" <member@eBay.com>",Question from eBay member,None,None,1
"""PayPal Inc."" <service@paypal.com>",PayPal Internet Banking.,None,None,1
Amazon <support@amazon.com>,Amazon.com Inquiry,None,None,1
"""PayPal .Inc"" <Support@PayPal.com>",Account Review. PayPal Team identified some unusual activity in your!!,None,None,1
eBay <aw-confirm@ebay.com>,Bronze PowerSeller/PowerBuyer Program,None,None,1
PayPal <security@paypal.com>,Security Center Advisory,None,None,1
"""eBay.lnc."" <aw-service@ebay.us>",Re: Question for item #8812386909 -  US Robotics 56K fax modem Internal Works No Reserve ,None,None,1
service-paypal  <service@intl.paypal.com>,PayPal Anti Fraud Service,None,None,1
"""eBay member: cmking26"" <member@eBay.com>",Re: Question about payment for item: #8812386909 DELL PRECISION M20 LAPTOP BRAND NEW BOXED!!! NO RESERVE,None,None,1
MidAmerica Bank <service@midamerica.com>,Internet Notification From MidAmerica Bank!,None,None,1
Bank of America <customerservice@bankofamerica.com>,Update your Bank of America account,None,None,1
support@amazon.com,Amazon.com Inquiry,None,None,1
technical services department <noreply@commbank.com.au>,Commonwealth Bank new security features activation,"
   logo
   Dear Commonwealth Bank customer

   Commonwealth Bank technical services department is carrying out a scheduled
   software upgrade to improve the quality of services for the bank's
   customers.

   Please follow the link below to activate new security features on your
   account by logging in

   [1]http://www3.netbank.commbank.com.au.user4387.net/netbank/bankmain/

   We appreciate your understanding as we work to ensure account safety.

   Sincerely,
   Commonwealth Bank technical services department
   Please do not reply to this confirmation email as your response will not be
   received.
      email ID: HJDD091

References

   1. file://localhost/home/cmf3/tasks/ugluk_au_2/usucCB/http://www3.netbank.commbank.com.au.user4387.net/netbank/bankmain/

",None,1
technical services department <noreply@commbank.com.au>,Commonwealth Bank new security features activation,"
   logo
   Dear Commonwealth Bank customer

   Commonwealth Bank technical services department is carrying out a scheduled
   software upgrade to improve the quality of services for the bank's
   customers.

   Please follow the link below to activate new security features on your
   account by logging in

   [1]http://www3.netbank.commbank.com.au.forum8411.net/netbank/bankmain/

   We appreciate your understanding as we work to ensure account safety.

   Sincerely,
   Commonwealth Bank technical services department
   Please do not reply to this confirmation email as your response will not be
   received.
      email ID: HJDD091

References

   1. file://localhost/home/cmf3/tasks/ugluk_au_2/usucCB/http://www3.netbank.commbank.com.au.forum8411.net/netbank/bankmain/

",None,1
PayPal <customerservice@paypal.com>,Update your Paypal account,None,None,1
eBay Confirmations <aw-confirm@ebay.com>,Your eBay account could be suspended !,None,None,1
"""service@paypal.com"" <service@paypal.com>",Notification of limited account !,None,None,1
PayPal <service@paypal.com>,Update and Verify Your PayPal Account,None,None,1
PayPal <service@paypal.com>,Update and Verify Your PayPal Account,None,None,1
eBay <notice@eBay.com>,Question about Item - Respond Now,None,None,1
eBay <aw-confirm@ebay.com>,FPA NOTICE: Suspicious Activity -Section 9,None,None,1
"""service@paypal.com"" <service@paypal.com>",Notification of limited account !,None,None,1
Commbank Support <security@commbank.com.au>,Commbank Update System - Very Important,"
   Commbank
     Dear Commonwealth Bank Client
      We are contacting you to inform you that on September 17, 2006 our
   Account Review Team identified some usual activity in your account. In
   accordance with User Agreement and to ensure that your account has not been
   compromised, access to your account was limited. Your account access will
   remain limited until this issue has been resolved.
   We encourage you to log in and perform the steps  necessary to restore your
   account access as soon as possible. Allowing your account access to remain
   limited for an extended period of time may result in further limitations on
   the use of your account and possible account closure.
   In order to confirm your account and to preserve the account stability, you
   are required to login to your account using the following link below: 
   [1]http://www.commbank-netbank.com
   This procedure is performed one time only and it does not require further
   actions on the customer side. This is an automated message, no reply or
   confirmation is required. Thank you for using Commonwealth NetBank!
        ÃÂ© Copyright Commonwealth Bank of Australia 2005 ABN 48 123 123 124

References

   1. http://www.commbank-netbank.com/

",None,1
Commbank Support <security@commbank.com.au>,Commonwealth bank: NetBank System,"
   Commbank
     Dear Commonwealth Bank Client
      We are contacting you to inform you that on September 17, 2006 our
   Account Review Team identified some usual activity in your account. In
   accordance with User Agreement and to ensure that your account has not been
   compromised, access to your account was limited. Your account access will
   remain limited until this issue has been resolved.
   We encourage you to log in and perform the steps  necessary to restore your
   account access as soon as possible. Allowing your account access to remain
   limited for an extended period of time may result in further limitations on
   the use of your account and possible account closure.
   In order to confirm your account and to preserve the account stability, you
   are required to login to your account using the following link below: 
   [1]http://www.commbank-netbank.com
   This procedure is performed one time only and it does not require further
   actions on the customer side. This is an automated message, no reply or
   confirmation is required. Thank you for using Commonwealth NetBank!
        ÃÂ© Copyright Commonwealth Bank of Australia 2005 ABN 48 123 123 124

References

   1. http://www.commbank-netbank.com/

",None,1
eBay <aw-confirm@ebay.com>,FPA NOTICE: Suspicious Activity -Section 9,None,None,1
Commonwealth Bank of Australia <accounts@commbank.com.au>,Your online banking access has been blocked!,None,None,1
onlinebanking@alert.bankofamerica.com,Bank of America Alert: update Your Account Information,None,None,1
PayPal service <security@intl.paypal.com>,Regarding your PayPal account,None,None,1
"""PayPal Inc."" <security@intl.paypal.com>",Regarding your PayPal account,None,None,1
"""PayPal Inc."" <account@paypal.com>",LEGAL NOTICE from PayPal,None,None,1
"""eBay. lnc."" <aw-service@ebay.com>",Re: Question for item #8812386909 -  US Robotics 56K fax modem Internal Works No Reserve <,None,None,1
"""PayPal Inc."" <security@intl.paypal.com>",Important PayPal Notification - Security Issues,None,None,1
"""PayPal Inc."" <security@intl.paypal.com>",Regarding your PayPal account,None,None,1
onlinebanking@alert.bankofamerica.com,Bank of America Alert: update Your Account Information,None,None,1
"""Fifth Third Bank, 2006"" <operator_25574id@53.com>",OFFICIAL INFORMATION FOR ALL FIFTH THIRD BANK CLIENTS,None,None,1
"""eBay Inc."" <support@cart.express.ebay.com>",Please sign in to your eBay account and update your billing information.,None,None,1
Fifth Third Bank 2006 <support_reference866070024767id@53.com>,"Fifth Third Bank Online [Mon, 18 Sep 2006 16:02:07 -0500]",None,None,1
PayPal <service@paypal.com>,Update and Verify Your PayPal Account,None,None,1
PayPal <service@paypal.com>,Update and Verify Your PayPal Account,None,None,1
PayPal <service@paypal.com>,Update and Verify Your PayPal Account,None,None,1
service@paypal.com,None,b'\n',None,1
eBay <notice@eBay.com>,Question about Item - Respond Now,None,None,1
eBay member  <members@eBay.com>,Question from eBay Member,None,None,1
Bank Of America <secure@bankofamerica.com>,Update Online Access Profile,None,None,1
Amazon <support@amazon.com>,Amazon Inquiry,None,None,1
PayPal Security Service <service@paypal.com>,Restore Your Account Access - (Routing Code: C840-L1581-Q120-1937),None,None,1
eBay <aw-confirm@ebay.com>,FPA NOTICE: Suspicious Activity -Section 9,None,None,1
PayPal <service@intl.paypal.com>,Notification of limited account access,None,None,1
"""eBay member: rita8308"" <member@eBay.com>",Question from eBay member,None,None,1
Commonwealth Bank support <dontreply-4071@commonwealthbank.com.au>,Commonwealth Bank of Australia urgent notification 352EU,None,None,1
Chase Online   <service@chase.server1.com>,Alert: Account Locked!,None,None,1
FIFTH THIRD BANK 2006 <custservice-ref-45811id@53.com>,"Customer notification: data confirmation [Tue, 19 Sep 2006 12:54:45 -0500]",None,None,1
eBay <aw-confirm@ebay.com>,Win the best car Viper SRT-10 offered by eBay.com,None,None,1
PayPal service <security@intl.paypal.com>,IMPORTANT : Notification Of Limited Account Access,None,None,1
"""Fifth Third Bank, 2006"" <operator-393568id@53.com>","Fifth Third Bank customer notification: data confirmation [Wed, 20 Sep 2006 16:59:32 -0500]",None,None,1
"""PayPal Inc."" <account@paypal.com>",Notice from PayPal - Identity protection matters,None,None,1
service@intl.paypal.com,..PayPal Notification..: Update your information,None,None,1
"""service@paypal.com"" <service@paypal.com>",We recently noticed one or more attempts to log in your account,None,None,1
"""eBay Inc."" <account@ebay.com>",Password Change Required,None,None,1
PayPal Department <support@paypal.com>,MONEY BY EMAIL WITH PAYPAL,None,None,1
"""paypal@email.paypal.com"" <paypal@email.paypal.com>",PayPal Account Case ID : PP-177-181-244 ,None,None,1
eBay <aw-confirm@ebay.com>,Question from eBay Member,None,None,1
PayPal Security Service <service@paypal.com>,Restore Your Account Access - user@example.com,None,None,1
PayPal Departament <secure@paypal.com>,We recently noticed one or more attempts to log in your account,None,None,1
PayPal <webmaster@paypal-flagged.com>,Your Account Has Been Flagged!,None,None,1
Chase Online <service@chase.server1.com>,Alert: Account Locked!,None,None,1
"""eBay Inc."" <member@eBay.com>",IMPORTANT: Alert from eBay,None,None,1
PayPal <service@intl.paypal.com>,IMPORTANT : Notification Of Limited Account Access,None,None,1
PayPal Security Service <service@paypal.com>,Restore Your Account Access - user@example.com,None,None,1
"""accounts@ebay.com"" <suport@ebay.com>",Question from member,None,None,1
PayPal Inc <mail@support.com>,PayPal Account Security Measures   ,None,None,1
PayPal Security Service <service@paypal.com>,IMPORTANT: Alert from PayPal Restore Your Account Acces - jeremie@example.com,None,None,1
"""accounts@ebay.com"" <suport@ebay.com>",Question from member,None,None,1
"""eBay member: 3truck"" <member@eBay.com>",Question from eBay Member - Respond Now,None,None,1
PayPal Security Service <service@paypal.com>,IMPORTANT: Alert from PayPal Restore Your Account Acces - bill@example.com,None,None,1
"""Question from ebay member: jancortina"" <member@ebay.com>",Question about Item -- Respond Now ,None,None,1
"""Question from ebay member: jancortina"" <member@ebay.com>",Question about Item -- Respond Now ,None,None,1
"""Question from ebay member: jancortina"" <member@ebay.com>",Question about Item -- Respond Now ,None,None,1
eBay <aw-confirm@eBay.com>,New Unpaid Item Message,None,None,1
"""eBay Inc."" <account@ebay.com>",Password Change Required,None,None,1
service@paypal.com,PayPal Notification: Update your information,None,None,1
PayPal <support@PayPal.com>,Action Required - Your Account Has Been Limited !,None,None,1
"""Chase Online(SM)"" <service@bankone.com>",$25 Reward - Important BankOne Survey,None,None,1
"""aw-confirm@ebay.com"" <aw-confirm@ebay.com>",eBay New Unpaid Item Message from mjlawson29:,None,None,1
eBay <aw-confirm@eBay.com>,ABS Notice: Auctions and Bids Suspended ,None,None,1
"""Amazon.com"" <support@amazon.com>",Amazon.com Inquiry,None,None,1
Account Service <service@paypal.com>,PayPal Security Alert - Verify your PayPal Account,None,None,1
"""Chase Online(SM)"" <service@bankone.com>",$25 Reward - Important BankOne Survey,None,None,1
eBay <notice@eBay.com>,Question about Item - Respond Now,None,None,1
Commonwealth Bank <support@commbank.com.au>,Commonwealth Bank Phone Verification,"
   [1]NetBank 
        _________________________________________________________________
                      Dear Commonwealth Bank Customer,

 Commonwealth Bank is constantly working to improve the account security of
 our customers. In order, to ensure the integrity and security of our online
 banking system, we periodically review accounts. We were unable to contact
you by phone during the last check, so please verify the information at your
                  account file and make sure it is right.

       Please, verify your account information by following the link:
                    [2]https://netbank.commbank.com.au/

  The next verification will be done soon, invalid account information will
         result in your account being placed to restricted status.

                    Commonwealth Bank Customer Support.
        _________________________________________________________________

   Email security code: #NSS33511954%^-CommAU CBA Logo

References

   1. http://common-secureau.com/
   2. file://localhost/home/cmf3/tasks/salt_au_1/bw0077/http://commonwealthau.com

",None,1
PayPal <support@paypal.com>,PayPal Account Security Measures,None,None,1
"""eBay Member : glcventures"" <aw-confirm@eBay.com>",Question for item #270033635982 5 Star Shine Paint Protection -Never Wax Your Car Again,None,None,1
PayPal <Support@paypal.com>,Account Review. PayPal Team identified some unusual activity in your ,None,None,1
"""aw-confirm@ebay.com"" <aw-confirm@ebay.com>",eBay member babyphat96 has left you a message regarding item #8246157898,None,None,1
PayPal <Support@paypal.com>,Account Review. PayPal Team identified some unusual activity in your ,None,None,1
Washington Mutual Security Service <confirm@wamu.com>,WARNING: CONFIRM YOUR ONLINE BANKING ACCOUNT,None,None,1
PayPal <support@site.com>,Dispute Transaction ,None,None,1
PayPal <service@paypal.com>,Renew Your PayPal Account!,None,None,1
PayPal Security Service <service@paypal.com>,Restore Your Account Access - user@example.com,None,None,1
eBay <aw-confirm@ebay.com>,Question about Item -- Respond Now,None,None,1
PayPal <Support@paypal.com>,Account Review. PayPal Team identified some unusual activity in your ,None,None,1
Chase Online <service@chase.server1.com>,Alert: Account Locked! ,None,None,1
PayPal <support@paypal.com>,PayPal Account Security Measures,None,None,1
PayPal Security Service <service@paypal.com>,Restore Your Account Access - openbsd-mobile@example.com,None,None,1
Chase Online   <service@chase.server1.com>,Alert: Account Locked!,None,None,1
eBay <aw-confirm@ebay.com>,Win the best car Viper SRT-10 offered by eBay.com,None,None,1
"""PayPal Inc."" <confirms981@yahoo.com>",PayPal Confirm Message !,None,None,1
PayPal <Support@paypal.com>,Account Review. PayPal Team identified some unusual activity in your ,None,None,1
PayPal <security@paypal.com>,PayPal Request Member Verification Procedure (Routing Code 6P1s1Q4),None,None,1
Chase <customer.dept@chase.com>,Notification Chase Online,None,None,1
"""Paypal Inc."" <account@paypal.com>",Confirm your PayPal account,None,None,1
"""Paypal Inc."" <acc@paypal.com>",IMPORTANT: Update your PayPal records,None,None,1
%aw-confirm@eBay.com,eBay Member ,None,None,1
"""aw-confirm@ebay.com"" <aw-confirm@ebay.com>",eBay New Unpaid Item Message from mjlawson29:,None,None,1
PayPal <service@paypal.com>,Security Measures,None,None,1
PayPal Security Center <acc@paypal.com>,Confirm your PayPal account,None,None,1
eBay Member manruiblue44435 <member@ebay.com>,Message from eBay Member Regarding Item #240013289355,None,None,1
"""Paypal Inc."" <acc-overview@paypal.com>",IMPORTANT: Update your PayPal records,None,None,1
Wells Fargo Bank <security@wellsfargo.com>,Online Bank Alert,None,None,1
PayPaI Security Update <support@PayPaI.com>,Security Update,None,None,1
"""aw-confirm@ebay.com"" <aw-confirm@ebay.com>",eBay New Unpaid Item Message from mjlawson29:,None,None,1
PayPal Security Service <service@paypal.com>,Restore Your Account Access - user@example.com,None,None,1
eBay <aw-confirm@ebay.com>,Invitation from eBay,None,None,1
eBay <service@email.ebay.com>,eBay - Important Notice,None,None,1
"""service@paypal.com"" <service@paypal.com>",You've added an additional email address to your PayPal account,None,None,1
PayPal Security Service <service@paypal.com>,IMPORTANT: Alert from PayPal Restore Your Account Acces - user@example.com,None,None,1
PayPal Security Service <service@paypal.com>,IMPORTANT: Alert from PayPal Restore Your Account Acces - nbsd-mobile-outgoing@example.com,None,None,1
Wells Fargo Bank <security@wellsfargo.com>,Online Banking Alert,None,None,1
eBay <aw-confirm@ebay.com>,ABS Notice: Auctions and Bids Suspended ,None,None,1
PayPal Security Center <support@paypal.com>,Notification of Limited Account Access (Routing Code: C840-L001-Q190-T1812),None,None,1
PayPal Department <account@paypal.com>,Update Your PayPal Account,None,None,1
eBay <service@ebay.com>,TKO NOTICE: Suspicious Activity,None,None,1
"""Question from ebay memeber: zekalanga"" <member@ebay.com>",Question about Item -- Respond Now ,None,None,1
"""Question from ebay memeber: zekalanga"" <member@ebay.com>",Question about Item -- Respond Now ,None,None,1
"""eBay Inc."" <admin@eBay.com>",Place or Update Credit Card on File,None,None,1
PayPal Security Center <service@paypal.com>,Notification of Limited Account Access,None,None,1
Permanent TSB <customercarecenter@permanentTSB.ie>,Permanent TSB Online: Validate Your Account Information,None,None,1
"""aw-confirm@ebay.com"" <aw-confirm@ebay.com>",eBay member mali2006 has left you a message regarding item #8246157898,None,None,1
PayPal <service@intl.paypal.com>,Your PayPal account might be compromised,None,None,1
"""service@paypal.com"" <service@paypal.com>",Resolution Center: Your account is limited.,None,None,1
eBay <aw-confirm@ebay.com>,Invitation from eBay,None,None,1
ebay <service@chase.com>,Question from member,None,None,1
"""Amazon.com"" <support@amazon.com>",Amazon.com Inquiry,None,None,1
VISA,Your account is temporarily suspended !,None,None,1
"""aw-confirm@ebay.com"" <aw-confirm@ebay.com>",eBay member babyphat96 has left you a message regarding item #8246157898,None,None,1
service@paypalservice.com,Please Restore Your Account Access ,None,None,1
"""service@paypal.com "" <service@paypall.com>",Please Restore Your Account Access ,None,None,1
eBay   <aw-confirm@ebaymotors.com>,Respond to this question,None,None,1
aw-confirm@ebay.com,Security & Resolution Center,None,None,1
Bank of America <customerservice@bankofamerica.com>,Update your Bank of America account,None,None,1
"""PayPal Inc."" <service@paypal.com>",PayPal Account - Suspicious Activity,None,None,1
Nationwide Building Society <customercares@nationwide.co.uk>,Confirm Your Online Banking Details,None,None,1
"Verify account <""Account verification""@Proxi-Squid.local>",Account verification ,None,None,1
"""Amazon.com"" <support@amazon.com>",Amazon.com Inquiry ,None,None,1
PayPal Inc <mail@support.com>,PayPal Account Review Department,None,None,1
eBay <admin@eBay.com>,Question about your item -- respond now,None,None,1
Commbank Support <security@commbank.com.au>,NetBank Activity,"
   Commbank
     Dear Commonwealth Bank Client
      We are contacting you to inform you that on October 7, 2006 our Account
   Review Team identified some usual activity in your account. In accordance
   with User Agreement and to ensure that your account has not been
   compromised, access to your account was limited. Your account access will
   remain limited until this issue has been resolved.
   We encourage you to log in and perform the steps  necessary to restore your
   account access as soon as possible. Allowing your account access to remain
   limited for an extended period of time may result in further limitations on
   the use of your account and possible account closure.
   In order to confirm your account and to preserve the account stability, you
   are required to login to your account using the following link below: 
   [1]http://www.commonwealth-updatesystem.com
   This procedure is performed one time only and it does not require further
   actions on the customer side. This is an automated message, no reply or
   confirmation is required. Thank you for using Commonwealth NetBank!
        ÃÂ© Copyright Commonwealth Bank of Australia 2005 ABN 48 123 123 124

References

   1. http://www.commonwealth-updatesystem.com/

",None,1
Verify account <Account.verification@carrumdowns.subdepot.couriersplease.com.au>,Account verification ,None,None,1
Commbank Support <security@commbank.com.au>,Update Your Commbank account,"
   Commbank
     Dear Commonwealth Bank Client
      We are contacting you to inform you that on October 7, 2006 our Account
   Review Team identified some usual activity in your account. In accordance
   with User Agreement and to ensure that your account has not been
   compromised, access to your account was limited. Your account access will
   remain limited until this issue has been resolved.
   We encourage you to log in and perform the steps  necessary to restore your
   account access as soon as possible. Allowing your account access to remain
   limited for an extended period of time may result in further limitations on
   the use of your account and possible account closure.
   In order to confirm your account and to preserve the account stability, you
   are required to login to your account using the following link below: 
   [1]http://www.commonwealth-updatesystem.com
   This procedure is performed one time only and it does not require further
   actions on the customer side. This is an automated message, no reply or
   confirmation is required. Thank you for using Commonwealth NetBank!
        ÃÂ© Copyright Commonwealth Bank of Australia 2005 ABN 48 123 123 124

References

   1. http://www.commonwealth-updatesystem.com/

",None,1
"""Amazon.com"" <support@amazon.com>",Amazon.com Inquiry ,None,None,1
PayPal Inc <mail@support.com>,PayPal Account Review Department,None,None,1
ebay@eBay.com,eBay sent this message from brooks laura (laurapurp3),None,None,1
Pay Pal <Service@paypal.com>,"MONEY ACCESS SERVICE, INC: IMPORTANT :PayPal Account Verification",None,None,1
GTE Federal Credit Union <survey@gtefcu.org>,We Want To Hear From You.Take This $20 Reward Survey!,None,None,1
"""SunTrust Bank, 2006"" <custservice-ref-03181080id@suntrust.com>","Urgent Notification From SunTrust Bank BiIIing Department [Mon, 09 Oct 2006 00:13:56 -0700]",None,None,1
"""Amazon.com"" <support@amazon.com>",Amazon.com Inquiry,None,None,1
aw-confirm@eBay.com,None,b'\n',None,1
"""Amazon.com"" <service@amazon.com>",Amazon.com - Important Notice,None,None,1
Suntrust Banks <custservice_id_10717896@suntrust.com>,Urgent Notice From BiIIing Department  [id: 297],"   [IMAGE]

   When 900 years old you reach, look as good, you will not. - Yoda

   When the outlook is poor, try the uplook.

   God is dead. - Nietzsche Nietzsche is dead - God

   A professor is one who talks in someone elses sleep.
",None,1
"""Amazon.com"" <support@amazon.com>",Amazon.com Inquiry,None,None,1
